term,rho,pval,n_papers,ui,disease_term
D050261:Glycogenolysis,0.12204588164811306,0.773426189529141,8,D050261,False
D050276:Hand Bones,-0.9999999999999999,,2,D050276,False
D050278:Finger Phalanges,0.7745966692414834,0.22540333075851657,4,D050278,False
D050279:Metacarpal Bones,-1.0,0.0,3,D050279,False
D050281:Bones of Lower Extremity,,,1,D050281,False
D050296:Microbial Viability,0.20722382505777398,0.1771124521802452,44,D050296,False
D050336:Mulibrey Nanism,,,1,D050336,True
D050356:Lipid Metabolism,0.019226204438503213,0.7302702792661141,324,D050356,False
D050377:Cold Ischemia,-0.9486832980505139,0.051316701949486114,4,D050377,False
"D050378:T-Lymphocytes, Regulatory",0.008755573250837359,0.8919914657220753,243,D050378,False
D050380:Monckeberg Medial Calcific Sclerosis,,,1,D050380,True
D050396:TRPP Cation Channels,-0.09916813144110667,0.5536124895634136,38,D050396,False
"D050397:Radiotherapy, Intensity-Modulated",-0.6,0.20799999999999985,6,D050397,False
D050398:Adamantinoma,,,1,D050398,True
D050416:Glucagon-Secreting Cells,0.3109920812867288,0.2592191111479849,15,D050416,False
D050417:Insulin-Secreting Cells,-0.010937617472178663,0.8628312488832052,252,D050417,False
D050418:Pancreatic Polypeptide-Secreting Cells,,,1,D050418,False
"D050436:Regulatory Elements, Transcriptional",0.2731234039718196,0.09250745258807871,39,D050436,False
"D050437:Genes, Developmental",0.3335621924974956,0.4194140940122968,8,D050437,False
"D050438:Genes, Immunoglobulin Heavy Chain",0.23383791034931004,0.4419427678428778,13,D050438,False
D050441:VDJ Exons,,,1,D050441,False
D050476:Bowman Capsule,,,1,D050476,False
D050480:Plasma Membrane Neurotransmitter Transport Proteins,0.20003306604965973,0.6671663257059879,7,D050480,False
D050483:Dopamine Plasma Membrane Transport Proteins,-0.16339115657626416,0.5309223781113159,17,D050483,False
D050484:Norepinephrine Plasma Membrane Transport Proteins,0.13253974049576697,0.7543830198574714,8,D050484,False
D050485:GABA Plasma Membrane Transport Proteins,-0.05664411840370207,0.8764877952159622,10,D050485,False
D050486:Serotonin Plasma Membrane Transport Proteins,-0.10764938198104546,0.5200285203583408,38,D050486,False
D050490:Oncogene Protein tpr-met,,,1,D050490,False
D050491:Glutamate Plasma Membrane Transport Proteins,-0.2542532180523133,0.3419808276693538,16,D050491,False
D050493:Vesicular Monoamine Transport Proteins,-0.4058397249567139,0.42466250756136453,6,D050493,False
D050494:Vesicular Acetylcholine Transport Proteins,0.7999999999999999,0.20000000000000007,4,D050494,False
D050495:Vesicular Inhibitory Amino Acid Transport Proteins,0.09177788727679406,0.8448483846956818,7,D050495,False
D050496:Vesicular Glutamate Transport Proteins,-0.9999999999999999,,2,D050496,False
D050497:Stillbirth,-0.30000000000000004,0.37008312228206786,11,D050497,True
D050498:Live Birth,-0.3353658536585366,0.3434779895817569,10,D050498,False
"D050500:Pancreatitis, Chronic",0.011117044755203517,0.9364089278830646,54,D050500,True
"D050503:Indoleamine-Pyrrole 2,3,-Dioxygenase",-0.19598015792711274,0.23180848101213128,39,D050503,False
D050504:Oncolytic Viruses,-0.14295262851199098,0.4510913923457007,30,D050504,False
D050505:Mutant Proteins,-0.02368942654771876,0.6299585711573386,416,D050505,False
D050506:Mutant Chimeric Proteins,0.08586775814821837,0.7609182606059391,15,D050506,False
"D050507:Subcutaneous Fat, Abdominal",0.17096578256957515,0.5266827259968871,16,D050507,False
D050527:Mesangial Cells,0.09138269680614751,0.46554866066121325,66,D050527,False
"D050528:Diet, Carbohydrate-Restricted",-0.9486832980505139,0.051316701949486114,4,D050528,False
D050533:Glomerular Basement Membrane,-0.30801961954984525,0.4200252874069368,9,D050533,False
D050538:Malate Dehydrogenase (NADP+),,,2,D050538,False
D050543:Phosphoglycerate Dehydrogenase,0.21957751641341997,0.6013342104769553,8,D050543,False
D050545:Choline Dehydrogenase,,,2,D050545,False
D050556:Fatty Acid-Binding Proteins,0.1287912023073118,0.35333163502659526,54,D050556,False
D050558:Cysteine Dioxygenase,-0.8944271909999159,0.10557280900008413,4,D050558,False
"D050559:beta-Carotene 15,15'-Monooxygenase",0.05506673236607644,0.9066574853325706,7,D050559,False
"D050561:3-Hydroxyanthranilate 3,4-Dioxygenase",,,1,D050561,False
D050576:Membrane Fusion Proteins,0.9999999999999999,,2,D050576,False
D050577:Complement C3-C5 Convertases,-0.21081851067789195,0.7891814893221081,4,D050577,False
D050580:Excitatory Amino Acid Transporter 3,-0.9999999999999999,,2,D050580,False
D050596:Oncogene Fusion,-0.3553763787716465,0.0497720789400356,31,D050596,False
D050598:Vesicular Glutamate Transport Protein 1,-0.06024533658898498,0.8873130218901897,8,D050598,False
D050599:Vesicular Glutamate Transport Protein 2,,,1,D050599,False
D050600:SNARE Proteins,-0.01757469922825117,0.9430709247696636,19,D050600,False
D050602:Linoleoyl-CoA Desaturase,,,1,D050602,False
D050603:Squalene Monooxygenase,-0.5,0.6666666666666667,3,D050603,False
D050606:Mannose-Binding Protein-Associated Serine Proteases,-0.5892343393682836,0.12427503228735899,8,D050606,False
"D050609:Sodium-Phosphate Cotransporter Proteins, Type I",-0.8660254037844387,0.3333333333333332,3,D050609,False
"D050611:Sodium-Phosphate Cotransporter Proteins, Type III",0.6037034299432968,0.11301551067867742,8,D050611,False
D050612:Fatty Acid Transport Proteins,0.012049067317796999,0.9774101852887366,8,D050612,False
"D050613:Sodium-Phosphate Cotransporter Proteins, Type IIa",-0.6000000000000001,0.3999999999999999,4,D050613,False
"D050614:Sodium-Phosphate Cotransporter Proteins, Type IIb",-0.1786124412385036,0.5786143238913689,12,D050614,False
"D050637:Receptors, Dopamine D3",-0.028254545257906598,0.9172723737529163,16,D050637,False
"D050638:Receptors, Dopamine D4",-0.7247137945655605,0.10324280462370763,6,D050638,False
"D050641:Receptors, Dopamine D5",0.49999999999999994,0.39100221895577053,5,D050641,False
D050644:Succinate-Semialdehyde Dehydrogenase,,,1,D050644,False
D050646:Methylmalonate-Semialdehyde Dehydrogenase (Acylating),,,3,D050646,False
D050656:Transcription Factor AP-2,-0.1171832196412182,0.5230042869004988,32,D050656,False
D050657:Core Binding Factor alpha Subunits,,,2,D050657,False
D050658:Core Binding Factor beta Subunit,-0.4700510740679314,0.14458413325911204,11,D050658,False
D050659:Core Binding Factor Alpha 1 Subunit,-0.05684573367517294,0.4562446725698872,174,D050659,False
D050660:Core Binding Factors,-0.9999999999999999,,2,D050660,False
D050661:Sperm Whale,,,1,D050661,False
D050676:Core Binding Factor Alpha 2 Subunit,0.12827014735064346,0.2034314596253297,100,D050676,False
D050677:Core Binding Factor Alpha 3 Subunit,-0.17375390965953685,0.28360694789381213,40,D050677,False
D050680:Transcription Factor DP1,-0.34235623582431246,0.45225122159090586,7,D050680,False
D050681:Bottle-Nosed Dolphin,,,1,D050681,False
D050682:Q-SNARE Proteins,,,1,D050682,False
D050683:R-SNARE Proteins,-0.20343779123764116,0.3403595134280365,24,D050683,False
D050684:E2F Transcription Factors,0.152328858594951,0.43903049155185025,28,D050684,False
"D050685:Whale, Killer",,,1,D050685,False
D050687:E2F1 Transcription Factor,-0.10695331610496525,0.17284860265662058,164,D050687,False
D050697:Retinal Dehydrogenase,-0.12634278915823813,0.2902668553916214,72,D050697,False
D050699:E2F3 Transcription Factor,-0.26904505774202747,0.11257724494566547,36,D050699,False
D050700:E2F5 Transcription Factor,-0.3642737635359401,0.24437648725903516,12,D050700,False
D050701:E2F6 Transcription Factor,0.40006613209931946,0.37384749479998997,7,D050701,False
D050702:E2F7 Transcription Factor,-0.21849510977216466,0.5722153476081087,9,D050702,False
D050703:E2F2 Transcription Factor,0.3571307591638181,0.07328492451741085,26,D050703,False
D050704:E2F4 Transcription Factor,0.5364290692092774,0.04797691397892739,14,D050704,False
D050716:Complement C4b-Binding Protein,-0.9999999999999999,,2,D050716,False
D050717:Retinoblastoma-Like Protein p130,-0.370433893288318,0.29201378662946254,10,D050717,False
D050718:Complement C1 Inhibitor Protein,-0.8116794499134278,0.04985758510134042,6,D050718,False
D050719:Crk-Associated Substrate Protein,0.2965500447915286,0.19177503481959568,21,D050719,False
D050720:Retinoblastoma-Like Protein p107,-0.6071428571428572,0.1482311614811614,7,D050720,False
D050721:Proto-Oncogene Proteins c-cbl,-0.09180213845008739,0.48923843560213875,59,D050721,False
D050722:Oncogene Protein v-cbl,,,2,D050722,False
"D050723:Fractures, Bone",-0.14196219381051908,0.34664601795287764,46,D050723,True
"D050724:Fractures, Cartilage",,,2,D050724,True
D050725:Papillomavirus E7 Proteins,0.08026839757684412,0.49361218890930747,75,D050725,False
D050737:Proto-Oncogene Proteins c-crk,0.0502586981323442,0.853352256836134,16,D050737,False
D050753:Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),,,1,D050753,False
D050756:Cyclin-Dependent Kinase Inhibitor Proteins,0.13413749425416666,0.5728811329496438,20,D050756,False
D050759:Cyclin-Dependent Kinase Inhibitor p21,-0.06683370323053044,0.2136203946076876,348,D050759,False
D050760:Cyclin-Dependent Kinase Inhibitor p27,-0.019394572951977142,0.8029515882841493,168,D050760,False
D050761:Cyclin-Dependent Kinase Inhibitor p57,-0.23530726529972412,0.21066746325778446,30,D050761,False
D050762:Cyclin-Dependent Kinase Inhibitor p15,-0.1527672838551998,0.2655019294277199,55,D050762,False
D050763:Cyclin-Dependent Kinase Inhibitor p18,0.10679815572533095,0.4651574897724229,49,D050763,False
D050764:Cyclin-Dependent Kinase Inhibitor p19,-0.6666947244376294,0.03525468046844947,10,D050764,False
D050765:Qa-SNARE Proteins,-0.3253953522879808,0.08498628787061129,29,D050765,False
D050766:Qb-SNARE Proteins,-0.04472279070219706,0.8742506172043029,15,D050766,False
D050767:Qc-SNARE Proteins,0.1349867381060576,0.6601665535617018,13,D050767,False
D050770:Glutaryl-CoA Dehydrogenase,-0.8660254037844387,0.3333333333333332,3,D050770,False
D050776:Complement C5b,,,1,D050776,False
D050777:Stathmin,-0.16905364499496503,0.2845041151441729,42,D050777,False
D050778:NFATC Transcription Factors,0.06392318381144875,0.5070408932152503,110,D050778,False
D050779:Nuclear Factor 90 Proteins,0.02651974176527183,0.9282943084975374,14,D050779,False
D050781:Transcranial Magnetic Stimulation,0.12087912087912088,0.6940473279966857,13,D050781,False
D050782:Esophageal pH Monitoring,0.8660254037844387,0.3333333333333332,3,D050782,False
D050783:Proto-Oncogene Proteins c-ets,-0.037326681513721024,0.7283792945947385,89,D050783,False
D050784:Proto-Oncogene Protein c-ets-1,0.10997575462756119,0.27604862884016074,100,D050784,False
D050787:Proto-Oncogene Protein c-ets-2,0.31468531468531474,0.31913878550330455,12,D050787,False
D050791:STAT Transcription Factors,0.025057094978652984,0.8345043098080664,72,D050791,False
"D050792:Circulatory Arrest, Deep Hypothermia Induced",,,1,D050792,False
D050794:STAT1 Transcription Factor,-0.027916373086476865,0.717822899530865,170,D050794,False
D050795:STAT2 Transcription Factor,-0.14677675955464198,0.45608415130905977,28,D050795,False
D050796:STAT3 Transcription Factor,-0.011585247465962066,0.7801378759714126,583,D050796,False
D050797:STAT4 Transcription Factor,0.01920739555108008,0.907606501295639,39,D050797,False
D050799:STAT5 Transcription Factor,0.20279061819983063,0.02569609083154046,121,D050799,False
D050800:STAT6 Transcription Factor,-0.1479709576476097,0.2676471092783375,58,D050800,False
D050801:Ternary Complex Factors,0.2508853308681461,0.3869474061581166,14,D050801,False
D050804:D-Aspartate Oxidase,,,1,D050804,False
D050807:ets-Domain Protein Elk-1,0.04156329559927595,0.758861142563576,57,D050807,False
D050808:ets-Domain Protein Elk-4,-0.632455532033676,0.367544467966324,4,D050808,False
D050809:POU Domain Factors,0.08944558140439413,0.7512408247322836,15,D050809,False
D050810:Octamer Transcription Factors,-0.18807185513247493,0.40194049986766134,22,D050810,False
D050811:Octamer Transcription Factor-1,-0.2825849841157046,0.09493851333875145,36,D050811,False
D050813:Octamer Transcription Factor-2,-0.11180339887498948,0.8579446176050993,5,D050813,False
D050814:Octamer Transcription Factor-3,0.07019962747152686,0.364437678080906,169,D050814,False
"D050815:Fractures, Compression",-0.632455532033676,0.367544467966324,4,D050815,True
D050816:Octamer Transcription Factor-6,,,1,D050816,False
D050817:Transcription Factor Pit-1,0.38293004043321693,0.2192130910798411,12,D050817,False
D050819:Transcription Factor Brn-3A,0.5,0.6666666666666667,3,D050819,False
D050820:Transcription Factor Brn-3B,-0.39999999999999997,0.6,4,D050820,False
D050821:Transcription Factor Brn-3C,0.09999999999999999,0.8728885715695383,5,D050821,False
D050822:Cytokine Receptor gp130,0.17078605458212656,0.3668760912798855,30,D050822,False
D050823:Hand Joints,-0.5027701042999452,0.0799169165099851,13,D050823,False
D050825:Synaptosomal-Associated Protein 25,-0.09722759910545564,0.6438320596239184,25,D050825,False
D050826:Suppressor of Cytokine Signaling Proteins,-0.03430820180387556,0.7468087059128394,91,D050826,False
D050827:Syntaxin 1,-0.036483548204523764,0.8821214583197219,19,D050827,False
D050828:Protein Inhibitors of Activated STAT,0.19129428049143984,0.13638433864956748,62,D050828,False
D050830:L-Amino Acid Oxidase,0.407531654866047,0.3162673704348621,8,D050830,False
"D050833:Interferon-Stimulated Gene Factor 3, alpha Subunit",,,1,D050833,False
"D050834:Interferon-Stimulated Gene Factor 3, gamma Subunit",0.527855762350754,0.1787494799704959,8,D050834,False
D050835:Interferon Regulatory Factors,0.06065449766142684,0.4981476817123256,127,D050835,False
D050836:Interferon Regulatory Factor-2,0.7643200701728567,0.006158937052814517,11,D050836,False
D050837:Oxidoreductases Acting on Aldehyde or Oxo Group Donors,,,1,D050837,False
D050838:Interferon Regulatory Factor-3,0.10090359945801979,0.2875957452945379,113,D050838,False
D050839:Interferon Regulatory Factor-7,0.14137420602614043,0.3542672522567084,45,D050839,False
D050841:Glycine Dehydrogenase (Decarboxylating),-0.5,0.6666666666666667,3,D050841,False
D050842:1-Pyrroline-5-Carboxylate Dehydrogenase,,,1,D050842,False
D050856:Interferon Regulatory Factor-1,-0.03409738812779281,0.7959157621621908,60,D050856,False
D050857:Synaptotagmins,0.10958904109589043,0.748396647801532,11,D050857,False
D050860:Betaxanthins,0.2581988897471611,0.7418011102528389,4,D050860,False
D050862:Oxidoreductases Acting on Sulfur Group Donors,0.1792619321281619,0.46275510610829307,19,D050862,False
D050863:Synaptotagmin I,-0.0060976743331910424,0.9866618333383285,10,D050863,False
D050880:p300-CBP Transcription Factors,0.011780145217305246,0.9132570183087714,88,D050880,False
D050881:E1A-Associated p300 Protein,-0.021156493726357067,0.8353427705937081,99,D050881,False
D050882:CREB-Binding Protein,-0.15142937600430245,0.1828019253456058,79,D050882,False
D050883:HSC70 Heat-Shock Proteins,-0.00022304076938266644,0.9990666888981885,30,D050883,False
D050884:HSP72 Heat-Shock Proteins,0.0211562083678613,0.9294548445815479,20,D050884,False
D050886:HSP20 Heat-Shock Proteins,-0.3,0.6238376647810728,5,D050886,False
"D050888:Heat-Shock Proteins, Small",0.8660254037844387,0.3333333333333332,3,D050888,False
D050889:Sulfite Reductase (Ferredoxin),,,1,D050889,False
D050899:GMP Reductase,,,1,D050899,False
D050903:Nicotinamide N-Methyltransferase,0.05922566618516668,0.8626730467279877,11,D050903,False
D050916:TRPV Cation Channels,0.2206077310701076,0.07507874284995694,66,D050916,False
D050918:Phosphatidylethanolamine N-Methyltransferase,0.20519567041703085,0.7405819415910722,5,D050918,False
D050937:Guanidinoacetate N-Methyltransferase,,,1,D050937,False
D050938:Glycine N-Methyltransferase,0.34786262139146906,0.4992532181146331,6,D050938,False
D050939:Gene Fusion,0.05395090255150846,0.5221966707359065,143,D050939,False
D050956:HSP40 Heat-Shock Proteins,-0.1701299496740547,0.22324931256929512,53,D050956,False
D050957:HSP110 Heat-Shock Proteins,-0.09023826615062563,0.7396232790475537,16,D050957,False
D050958:HSP47 Heat-Shock Proteins,-0.3781330994899103,0.25153064182159535,11,D050958,False
D050959:Glycine Decarboxylase Complex,,,2,D050959,False
D050961:Glycine Decarboxylase Complex H-Protein,,,3,D050961,False
D050976:Basic-Leucine Zipper Transcription Factors,0.12178709615785661,0.2158567754948769,105,D050976,False
D050980:GATA Transcription Factors,0.011636552615279277,0.9579738483643281,23,D050980,False
D050982:GATA1 Transcription Factor,0.34141139887456845,0.051833636771494315,33,D050982,False
D050983:NF-E2 Transcription Factor,0.18355577455358812,0.6936089619594213,7,D050983,False
"D050984:NF-E2 Transcription Factor, p45 Subunit",0.3514675116774037,0.3536663298088709,9,D050984,False
D050985:MafK Transcription Factor,-0.5,0.6666666666666667,3,D050985,False
D050986:YY1 Transcription Factor,-0.018554090237360297,0.8744584701862659,75,D050986,False
D050987:Vesicle-Associated Membrane Protein 1,,,1,D050987,False
D050988:Vesicle-Associated Membrane Protein 2,-0.37126414119311024,0.3652020580197782,8,D050988,False
D050989:GATA2 Transcription Factor,0.015462932789432397,0.9286777670647031,36,D050989,False
D050990:GATA3 Transcription Factor,-0.0291453666601411,0.7667909851374504,106,D050990,False
D050991:GATA4 Transcription Factor,-0.21723443339721984,0.1669961291598781,42,D050991,False
D050992:GATA5 Transcription Factor,0.11111587441084156,0.7449910814938349,11,D050992,False
