term,citation_percentile_all,citation_percentile_intro,n_pubs_all,n_pubs_intro,ui,disease_term
D026941:Sodium Channel Blockers,0.570195170360569,0.4449553423751241,19,8.0,D026941,False
D026942:DNA Topoisomerases,0.617300131061599,0.617300131061599,1,1.0,D026942,False
D026962:Amino Acid Transport System ASC,0.8007003058465914,0.885673105596236,44,20.0,D026962,False
"D027041:Somatic Hypermutation, Immunoglobulin",0.6928192889481627,0.7423348202157709,15,7.0,D027041,False
D027081:DNA Gyrase,0.10804638786290162,0.10804638786290162,1,1.0,D027081,False
D027101:DNA Topoisomerase IV,0.2852034066480606,0.4623604254332196,2,1.0,D027101,False
D027182:Amino Acid Transport System y+,0.8406941723015935,0.9114343873933949,43,22.0,D027182,False
D027201:Cationic Amino Acid Transporter 1,0.28574096205557215,0.21952165859639483,5,2.0,D027201,False
D027241:Amino Acid Transport System y+L,0.3771743812332262,0.5827892753391766,8,3.0,D027241,False
D027261:Fusion Regulatory Protein-1,0.6880913000330797,0.705249718801537,12,7.0,D027261,False
"D027282:Fusion Regulatory Protein 1, Heavy Chain",0.6708690898247242,0.7302348660271254,21,11.0,D027282,False
D027283:Large Neutral Amino Acid-Transporter 1,0.7341452286526515,0.674120246767186,39,16.0,D027283,False
"D027301:Fusion Regulatory Protein 1, Light Chains",0.684876285793717,0.7950493105520721,11,4.0,D027301,False
D027321:Anion Transport Proteins,0.5916801961498956,0.6928192889481627,50,18.0,D027321,False
D027322:Amino Acid Transport System X-AG,0.6206304152972811,0.6729413339388807,3,2.0,D027322,False
D027341:Excitatory Amino Acid Transporter 1,0.6051438967912669,0.8761204063340304,13,4.0,D027341,False
D027342:Excitatory Amino Acid Transporter 2,0.6211214025802183,0.7013645385378763,37,19.0,D027342,False
D027343:Rhizome,0.5340123621864135,0.5340960937774191,3,3.0,D027343,False
D027361:Organic Anion Transporters,0.42745939076214307,0.4355057817832411,123,30.0,D027361,False
D027362:Organic Anion Transport Protein 1,0.5507917538093815,0.5586635313936756,15,6.0,D027362,False
D027381:Liver-Specific Organic Anion Transporter 1,0.36999669202778696,0.5240513893038542,76,14.0,D027381,False
D027383:Papillomaviridae,0.5532200951930082,0.5902140672782875,208,98.0,D027383,False
D027425:Multidrug Resistance-Associated Proteins,0.4999404265459311,0.554835823862695,268,97.0,D027425,False
D027443:Lindera,0.5586635313936756,0.5586635313936756,1,1.0,D027443,False
D027501:Monocarboxylic Acid Transporters,0.6420429723182016,0.6313366938077414,132,39.0,D027501,False
D027542:Rosmarinus,0.41981147041434075,0.41981147041434075,2,2.0,D027542,False
D027561:Salvia miltiorrhiza,0.7661151777711384,0.7661151777711384,4,4.0,D027561,False
D027601:Polyomavirus Infections,0.5127687727423089,0.3887797002772611,16,15.0,D027601,True
D027602:Serum Response Element,0.24841189063980626,0.24841189063980626,7,7.0,D027602,False
D027622:Crocus,0.42745939076214307,0.42745939076214307,1,1.0,D027622,False
D027682:Cation Transport Proteins,0.581563892885972,0.70733162531148,355,94.0,D027682,False
D027701:Organic Cation Transport Proteins,0.4355057817832411,0.4963707161537465,104,27.0,D027701,False
D027702:Organic Cation Transporter 1,0.4588944386564082,0.39910740962055574,31,9.0,D027702,False
"D027724:Reproductive Techniques, Assisted",0.5323881011954407,0.5323881011954407,20,13.0,D027724,False
D027742:Dioscorea,0.7439117325469666,0.7439117325469666,2,2.0,D027742,False
D027822:Myrtaceae,0.08386241410218105,0.08386241410218105,1,1.0,D027822,False
D027842:Syzygium,0.2077844190126067,0.2077844190126067,2,2.0,D027842,False
D027843:Vitis,0.07396428662517707,0.07396428662517707,2,2.0,D027843,False
D027883:Astragalus Plant,0.7210244149080804,0.7210244149080804,2,2.0,D027883,False
D027885:Astragalus propinquus,0.0874888174679434,0.0874888174679434,1,1.0,D027885,False
D027901:Acanthaceae,0.34161404344890584,0.34161404344890584,2,2.0,D027901,False
D027926:Anacardiaceae,0.573324276862927,0.573324276862927,1,1.0,D027926,False
D027963:Chloride-Bicarbonate Antiporters,0.46551015835076187,0.617300131061599,26,11.0,D027963,False
D027981:Symporters,0.6135687229642841,0.6206304152972811,221,44.0,D027981,False
D027982:Sodium-Bicarbonate Symporters,0.48821720961530957,0.5965416308558521,23,7.0,D027982,False
D028021:Sodium-Potassium-Chloride Symporters,0.8601982044582708,,3,,D028021,False
D028022:Low-Level Light Therapy,0.363273080370481,0.363273080370481,5,5.0,D028022,False
D028044:Phosphate-Binding Proteins,0.9214034956677621,0.9195559791890067,48,27.0,D028044,False
D028061:Phosphate Transport Proteins,0.6030779489699224,0.5789568864163087,18,8.0,D028061,False
D028121:Canarypox virus,0.6776217508216313,0.6776217508216313,1,1.0,D028121,False
D028181:Viscum,0.363273080370481,0.363273080370481,1,1.0,D028181,False
D028183:Loranthaceae,0.10804638786290162,0.10804638786290162,1,1.0,D028183,False
D028223:Pinus,0.5916801961498956,0.5916801961498956,3,3.0,D028223,False
"D028226:Amyloidosis, Familial",0.3472714621781916,0.3472714621781916,16,7.0,D028226,True
"D028227:Amyloid Neuropathies, Familial",0.3853012430994082,0.35588448769849407,33,8.0,D028227,True
D028241:Camellia sinensis,0.8653820707906054,0.8653820707906054,1,1.0,D028241,False
"D028243:Cerebral Amyloid Angiopathy, Familial",0.5082651879408978,0.42745939076214307,5,4.0,D028243,True
D028321:Plant Preparations,0.13815417169170238,0.13815417169170238,4,4.0,D028321,False
D028322:Inhibin-beta Subunits,0.4999404265459311,0.45232162285473626,21,12.0,D028322,False
"D028323:Parvovirus, Porcine",0.024518225276366896,0.024518225276366896,1,1.0,D028323,False
D028341:Activins,0.6206304152972811,0.7601385963266782,86,41.0,D028341,False
D028361:Mitochondrial Diseases,0.6422915079023227,0.7341452286526515,152,86.0,D028361,True
D028421:Isoprostanes,0.6772014178921139,0.6597497630997087,7,5.0,D028421,False
D028441:F2-Isoprostanes,0.14977966270169973,0.14977966270169973,1,1.0,D028441,False
D028463:Cucumis melo,0.570195170360569,0.570195170360569,1,1.0,D028463,False
D028481:Euphorbia,0.15965927886205755,0.15965927886205755,1,1.0,D028481,False
D028502:Polygonum,0.4449553423751241,0.4449553423751241,1,1.0,D028502,False
D028521:Musa,0.24187705407827906,0.24187705407827906,1,1.0,D028521,False
D028581:Lanthanoid Series Elements,0.7075806700736307,0.7075806700736307,2,2.0,D028581,False
D028761:Withholding Treatment,0.5070397184530642,0.5070397184530642,4,4.0,D028761,False
D028861:Nuclear Pore Complex Proteins,0.6152338650821252,0.510967164772539,156,67.0,D028861,False
D028884:Karyopherins,0.6233109886638823,0.6233109886638823,156,61.0,D028884,False
D028901:alpha Karyopherins,0.570195170360569,0.6422981083073035,64,35.0,D028901,False
D028921:Biotinidase Deficiency,0.3554557259677816,,5,,D028921,True
"D028941:Coronavirus 229E, Human",0.5916801961498956,0.5916801961498956,2,2.0,D028941,False
D028961:beta Karyopherins,0.5516043665233212,0.5532200951930082,89,63.0,D028961,False
"D028962:Coronavirus OC43, Human",0.8204177645108532,0.8204177645108532,2,2.0,D028962,False
D028981:Bornaviridae,0.4211911697609939,0.4211911697609939,1,1.0,D028981,False
D029001:Herbal Medicine,0.3166230409860508,0.3166230409860508,4,4.0,D029001,False
D029024:Marburgvirus,0.4999404265459311,0.777281894233642,8,5.0,D029024,False
D029043:Ebolavirus,0.7426839739864086,0.6574003512143402,30,21.0,D029043,False
D029045:Rhus,0.8710209525146527,0.8710209525146527,1,1.0,D029045,False
D029082:Sendai virus,0.7099239166391003,0.706842493686324,62,44.0,D029082,False
"D029101:Parainfluenza Virus 3, Bovine",0.4623604254332196,0.4623604254332196,1,1.0,D029101,False
D029121:Metapneumovirus,0.4914654316903738,0.4914654316903738,10,9.0,D029121,False
D029122:Murine pneumonia virus,0.8414750387227451,0.8414750387227451,1,1.0,D029122,False
D029181:Spirituality,0.3771743812332262,,1,,D029181,False
"D029241:Optic Atrophy, Autosomal Dominant",0.21808422517477882,0.9536026392447268,23,1.0,D029241,True
"D029242:Optic Atrophy, Hereditary, Leber",0.38046198087839855,0.38046198087839855,2,2.0,D029242,True
D029261:Sin Nombre virus,0.510967164772539,0.510967164772539,2,2.0,D029261,False
D029262:Puumala virus,0.4271914080956074,0.4271914080956074,5,5.0,D029262,False
D029263:Seoul virus,0.050959814759486105,0.050959814759486105,1,1.0,D029263,False
D029301:Sandfly fever Naples virus,0.18312845830158048,0.18312845830158048,1,1.0,D029301,False
D029322:Norovirus,0.8134755153103777,0.8134755153103777,7,5.0,D029322,False
D029342:Vesivirus,0.6206304152972811,0.6206304152972811,1,1.0,D029342,False
"D029362:Organic Anion Transporters, Sodium-Independent",0.5340960937774191,0.5685870213736708,50,11.0,D029362,False
"D029363:Organic Anion Transporters, Sodium-Dependent",0.552145632068994,0.7396760531122608,42,6.0,D029363,False
D029382:Dicarboxylic Acid Transporters,0.6056458373464034,0.570195170360569,11,3.0,D029382,False
D029404:Activin Receptors,0.6855232622162528,0.8195986431461618,3,3.0,D029404,False
D029421:Cactaceae,0.32071034991050434,0.32071034991050434,1,1.0,D029421,False
"D029424:Pulmonary Disease, Chronic Obstructive",0.4671001006772003,0.5184100810230816,474,210.0,D029424,True
D029461:Sialic Acid Storage Disease,0.5114514413518657,0.7371619206481592,2,1.0,D029461,True
"D029481:Bronchitis, Chronic",0.754481625336122,0.754481625336122,3,1.0,D029481,True
"D029503:Anemia, Diamond-Blackfan",0.5340960937774191,0.63127464298731,21,11.0,D029503,True
D029543:Nucleocytoplasmic Transport Proteins,0.5848110565984607,0.581563892885972,71,36.0,D029543,False
D029544:Foot-and-Mouth Disease Virus,0.47661026515801097,0.47661026515801097,10,10.0,D029544,False
D029561:Lythraceae,0.8659846278033201,0.8659846278033201,1,1.0,D029561,False
D029563:Cellular Apoptosis Susceptibility Protein,0.4814340364300004,0.535824051854144,12,5.0,D029563,False
D029584:Prostatic Secretory Proteins,0.3554557259677816,0.3554557259677816,10,5.0,D029584,False
D029586:Moraceae,0.6030779489699224,0.6030779489699224,1,1.0,D029586,False
D029589:Seminal Plasma Proteins,0.4067128325767867,0.28485943916049555,34,12.0,D029589,False
D029593:Jervell-Lange Nielsen Syndrome,0.050959814759486105,0.050959814759486105,2,1.0,D029593,True
D029596:Paeonia,0.2736611383150836,0.2736611383150836,4,4.0,D029596,False
D029597:Romano-Ward Syndrome,0.3887797002772611,0.4959288246235918,13,4.0,D029597,True
D029598:Passiflora,0.7657955673172345,0.7657955673172345,1,1.0,D029598,False
D029607:Seminal Vesicle Secretory Proteins,0.28170691366192524,0.31223949718822364,4,1.0,D029607,False
D029624:Ferns,0.4999404265459311,0.4999404265459311,1,1.0,D029624,False
D029627:Crassulaceae,0.3166230409860508,0.3166230409860508,1,1.0,D029627,False
D029631:Sapindaceae,0.15965927886205755,0.15965927886205755,1,1.0,D029631,False
D029661:Alnus,0.5516043665233212,0.5516043665233212,1,1.0,D029661,False
D029662:Betula,0.8330751816990349,0.8330751816990349,3,3.0,D029662,False
D029663:Tabebuia,0.1898114455838571,0.1898114455838571,2,2.0,D029663,False
D029681:Arabidopsis Proteins,0.5184100810230816,0.554835823862695,30,23.0,D029681,False
D029701:Saccharomyces cerevisiae Proteins,0.6421672401102622,0.6498492297608218,319,138.0,D029701,False
D029702:Schizosaccharomyces pombe Proteins,0.6708690898247242,0.6708690898247242,41,34.0,D029702,False
D029721:Drosophila Proteins,0.6265696961664623,0.6030779489699224,386,215.0,D029721,False
D029742:Caenorhabditis elegans Proteins,0.6774115843568727,0.6422981083073035,161,110.0,D029742,False
D029744:Commiphora,0.42745939076214307,0.42745939076214307,1,1.0,D029744,False
D029747:Opuntia,0.8167714191200794,0.8167714191200794,2,2.0,D029747,False
D029757:Tripterygium,0.6952308037048103,0.6952308037048103,5,5.0,D029757,False
D029760:Garcinia,0.538931931768888,0.538931931768888,2,2.0,D029760,False
D029761:Garcinia cambogia,0.34161404344890584,0.34161404344890584,2,2.0,D029761,False
D029762:Garcinia mangostana,0.08386241410218105,0.08386241410218105,1,1.0,D029762,False
D029766:Terminalia,0.4814340364300004,0.4814340364300004,1,1.0,D029766,False
D029774:Gynostemma,0.5985584105168807,0.5985584105168807,1,1.0,D029774,False
D029778:Trichosanthes,0.5325504465762487,0.5325504465762487,3,3.0,D029778,False
D029799:Vaccinium macrocarpon,0.7584669918927456,0.7584669918927456,1,1.0,D029799,False
"D029821:Enterovirus A, Human",0.5240513893038542,0.5436119625290678,73,57.0,D029821,False
"D029822:Enterovirus B, Human",0.5685032897826651,0.6030779489699224,37,32.0,D029822,False
D029842:Phyllanthus emblica,0.6030779489699224,0.6030779489699224,1,1.0,D029842,False
D029845:Amphibian Proteins,0.9168041273295195,0.9168041273295195,2,2.0,D029845,False
D029867:Xenopus Proteins,0.6101890400157607,0.510967164772539,91,58.0,D029867,False
D029910:Trigonella,0.5890870313448917,0.5890870313448917,2,2.0,D029910,False
D029941:Fish Proteins,0.4211911697609939,0.42432528026156846,27,24.0,D029941,False
D029961:Zebrafish Proteins,0.6410965043322379,0.6098373148669692,302,238.0,D029961,False
D029963:Quercus,0.7302348660271254,0.7302348660271254,2,2.0,D029963,False
D029965:Gentianaceae,0.7881498356737376,0.7881498356737376,1,1.0,D029965,False
D029968:Escherichia coli Proteins,0.43324245593068417,0.43324245593068417,80,49.0,D029968,False
D029969:Angelica,0.7981587989244099,0.7981587989244099,1,1.0,D029969,False
D029971:Angelica sinensis,0.28574096205557215,0.28574096205557215,1,1.0,D029971,False
D030008:Catharanthus,0.19937630714072305,0.19937630714072305,1,1.0,D030008,False
"D030015:Enterovirus C, Human",0.3853012430994082,0.3853012430994082,1,1.0,D030015,False
"D030016:Enterovirus D, Human",0.8229242474363215,0.8229242474363215,4,4.0,D030016,False
D030021:Pinellia,0.6422981083073035,0.6422981083073035,1,1.0,D030021,False
D030024:Curcuma,0.5339286305954077,0.6556052624145249,2,2.0,D030024,False
D030041:Hepatitis A virus,0.617300131061599,0.617300131061599,7,5.0,D030041,False
"D030102:Orthoreovirus, Mammalian",0.573324276862927,0.573324276862927,4,4.0,D030102,False
"D030141:Feedback, Psychological",0.3280518557753765,0.050959814759486105,2,1.0,D030141,False
D030161:Avian Proteins,0.37211771312252134,0.3554557259677816,31,28.0,D030161,False
D030162:Reptilian Proteins,0.684876285793717,0.684876285793717,2,2.0,D030162,False
D030181:Vitamin D Response Element,0.26801688464806117,0.4417089248386882,8,6.0,D030181,False
"D030201:Activin Receptors, Type I",0.720195170360569,0.720195170360569,63,27.0,D030201,False
D030262:Soybean Proteins,0.28574096205557215,0.28574096205557215,2,2.0,D030262,False
"D030301:Activin Receptors, Type II",0.5902140672782875,0.6297583722677664,56,17.0,D030301,False
D030321:Denys-Drash Syndrome,0.4205506615659987,0.45232162285473626,4,1.0,D030321,True
"D030342:Genetic Diseases, Inborn",0.510967164772539,0.510967164772539,56,47.0,D030342,True
D030361:Papillomavirus Infections,0.4999404265459311,0.570195170360569,353,173.0,D030361,True
D030381:Nodaviridae,0.650198478332782,0.650198478332782,1,1.0,D030381,False
D030401:Cytochrome-c Oxidase Deficiency,0.8264030310762731,0.7889844525305988,15,9.0,D030401,True
D030421:Peroxynitrous Acid,0.6422428051604366,0.663364207740655,19,13.0,D030421,False
D030481:Pyruvate Dehydrogenase (Lipoamide),0.6911177757784728,0.6973592657632285,15,12.0,D030481,False
"D030541:Databases, Genetic",0.581563892885972,0.554835823862695,442,356.0,D030541,False
"D030561:Databases, Nucleic Acid",0.6574003512143402,0.6574003512143402,51,48.0,D030561,False
"D030562:Databases, Protein",0.5082651879408978,0.5096161763567184,51,45.0,D030562,False
D030741:Carbonic Anhydrase IV,0.22034402911015546,0.22034402911015546,2,1.0,D030741,False
D030762:Estrous Cycle,0.34177968905061196,0.34177968905061196,7,7.0,D030762,False
"D030781:Organisms, Genetically Modified",0.3368695972378858,0.3368695972378858,9,9.0,D030781,False
"D030801:Animals, Genetically Modified",0.650198478332782,0.6410965043322379,339,221.0,D030801,False
"D030821:Plants, Genetically Modified",0.2849474835161194,0.2906031353002973,6,5.0,D030821,False
"D030841:Food, Genetically Modified",0.13794616221528094,0.13794616221528094,1,1.0,D030841,False
D030981:Acro-Osteolysis,0.3914575583649623,0.3554557259677816,6,5.0,D030981,True
D031048:Cnidium,0.4914654316903738,0.4914654316903738,1,1.0,D031048,False
D031056:Amorphophallus,0.34161404344890584,0.34161404344890584,1,1.0,D031056,False
D031101:Marsdenia,0.6601972414277191,0.6601972414277191,1,1.0,D031101,False
D031104:Gymnema sylvestre,0.5082651879408978,0.5082651879408978,1,1.0,D031104,False
D031162:Achillea,0.8687916238693217,0.8687916238693217,1,1.0,D031162,False
D031202:Chrysanthemum,0.42087330466424083,0.42087330466424083,1,1.0,D031202,False
D031204:Caloric Restriction,0.5323881011954407,0.42834847577211754,50,33.0,D031204,False
D031205:Taraxacum,0.4814340364300004,0.4814340364300004,1,1.0,D031205,False
D031211:Corylus,0.00869772429405457,0.00869772429405457,1,1.0,D031211,False
D031220:Lepidium sativum,0.5339286305954077,0.5339286305954077,1,1.0,D031220,False
D031238:Platycodon,0.4234851505783435,0.24841189063980626,2,1.0,D031238,False
D031249:Erdheim-Chester Disease,0.9273734333453573,0.9842788620575587,6,3.0,D031249,True
D031297:Lupinus,0.033245236629536316,0.033245236629536316,2,2.0,D031297,False
D031300:Retinal Vasculitis,0.39700307499823495,0.39700307499823495,4,4.0,D031300,True
D031325:Carya,0.24841189063980626,0.24841189063980626,1,1.0,D031325,False
D031332:Leonurus,0.46869004300363876,0.46869004300363876,1,1.0,D031332,False
D031341:Origanum,0.3264677322975799,0.3264677322975799,1,1.0,D031341,False
D031347:Prunella,0.46551015835076187,0.46551015835076187,1,1.0,D031347,False
D031364:Scutellaria baicalensis,0.8889513728084684,0.8889513728084684,2,2.0,D031364,False
D031383:Bertholletia,0.7687326711823956,0.7687326711823956,1,1.0,D031383,False
D031384:Polygonatum,0.28574096205557215,0.28574096205557215,1,1.0,D031384,False
D031442:Ornithogalum,0.45232162285473626,0.45232162285473626,1,1.0,D031442,False
D031461:Strychnos nux-vomica,0.10804638786290162,0.10804638786290162,1,1.0,D031461,False
D031541:Fluorescence Resonance Energy Transfer,0.5586635313936756,0.5586635313936756,222,137.0,D031541,False
